id,cluster,prob_cluster_0,prob_cluster_1
528.0,1,2.1267567892771777e-19,1.0
529.0,0,0.9999978954468224,2.104553179703274e-06
530.0,0,1.0,5.920885073161472e-18
531.0,1,9.671794707043754e-48,1.0
532.0,0,1.0,2.3245163724109397e-21
533.0,0,1.0,2.913534642391076e-15
534.0,0,0.998250406085081,0.0017495939149228708
535.0,1,1.3945231244411314e-60,1.0
536.0,1,0.1394770536856865,0.8605229463143377
537.0,1,0.00014494792516836413,0.999855052074844
538.0,1,1.616136018036733e-16,1.0
539.0,1,1.7428164058500015e-23,1.0
540.0,1,5.640856359729327e-05,0.9999435914363954
541.0,0,1.0,8.794407932026801e-32
542.0,0,0.9999999113471215,8.865287162877473e-08
543.0,1,6.916239031377918e-138,1.0
544.0,0,0.998494809980166,0.0015051900198620976
545.0,1,3.203464431683143e-13,0.9999999999996589
546.0,1,0.002311839089040765,0.9976881609109624
547.0,1,6.188473106182081e-08,0.9999999381152539
548.0,1,0.0018514169287385152,0.9981485830712652
549.0,0,0.9999984492097925,1.5507901998164616e-06
550.0,1,2.0381070127884603e-18,1.0
551.0,1,1.4679320669604583e-10,0.9999999998532303
552.0,1,9.259137586442065e-19,1.0
553.0,0,1.0,1.4702202512629623e-24
554.0,0,1.0,3.247683234600704e-17
555.0,1,3.411772838375917e-06,0.9999965882271561
556.0,1,1.0784335848220283e-41,1.0
557.0,1,0.0007185122694328505,0.9992814877305888
558.0,1,7.191044201830055e-07,0.9999992808955681
559.0,0,1.0,4.302017723994207e-18
560.0,1,1.7527731660126821e-31,1.0
561.0,1,1.0636718624819011e-10,0.999999999893646
562.0,1,3.641237651158855e-32,1.0
563.0,0,1.0,7.018326141964846e-22
564.0,1,1.1226301329919179e-20,1.0
565.0,0,0.9997662315241304,0.00023376847588113013
566.0,1,5.432709016307356e-58,1.0
567.0,1,3.0621213241475423e-06,0.9999969378786759
568.0,1,1.5389808383781565e-12,0.9999999999984652
569.0,1,3.1851702865657196e-45,1.0
570.0,0,0.999997396051506,2.6039484897930916e-06
571.0,0,0.9977208589560781,0.0022791410439355246
572.0,1,2.5305417960054412e-20,1.0
573.0,1,7.907065348771575e-27,1.0
574.0,0,1.0,4.800505452248817e-17
575.0,0,1.0,6.180414027565321e-18
576.0,1,6.0787102139108785e-06,0.999993921289787
577.0,1,1.4866982302053472e-23,1.0
578.0,0,1.0,8.940916820685042e-31
579.0,0,0.9999996643846311,3.3561534082696506e-07
580.0,0,1.0,6.58684101031115e-15
581.0,0,0.9899019366702854,0.010098063329693997
582.0,1,0.11508511864855028,0.8849148813514265
583.0,0,0.9999999999842544,1.5754593565121325e-11
584.0,0,0.9999999999999716,1.690286808656578e-14
585.0,0,1.0,2.89751291670819e-25
586.0,1,1.4857682463853618e-24,1.0
587.0,1,4.911257281020632e-53,1.0
588.0,0,1.0,1.8615554872021312e-33
589.0,0,1.0,7.093629730176854e-32
590.0,1,2.595862079912394e-37,1.0
